"Step","bc-coldstart-v2 - param_norm","bc-coldstart-v2 - param_norm__MIN","bc-coldstart-v2 - param_norm__MAX"
"0","1803.9405517578125","1803.9405517578125","1803.9405517578125"
"50","1803.9403076171875","1803.9403076171875","1803.9403076171875"
"100","1803.9398193359375","1803.9398193359375","1803.9398193359375"
"150","1803.94091796875","1803.94091796875","1803.94091796875"
"200","1803.9447021484375","1803.9447021484375","1803.9447021484375"
"250","1803.94775390625","1803.94775390625","1803.94775390625"
"300","1803.9503173828125","1803.9503173828125","1803.9503173828125"
"350","1803.954345703125","1803.954345703125","1803.954345703125"
"400","1803.958984375","1803.958984375","1803.958984375"
"450","1803.96337890625","1803.96337890625","1803.96337890625"
"500","1803.966796875","1803.966796875","1803.966796875"
"550","1803.9693603515625","1803.9693603515625","1803.9693603515625"
"600","1803.9716796875","1803.9716796875","1803.9716796875"
"650","1803.973876953125","1803.973876953125","1803.973876953125"
"700","1803.9759521484375","1803.9759521484375","1803.9759521484375"
"750","1803.9783935546875","1803.9783935546875","1803.9783935546875"
"800","1803.981201171875","1803.981201171875","1803.981201171875"
"850","1803.9840087890625","1803.9840087890625","1803.9840087890625"
"900","1803.9871826171875","1803.9871826171875","1803.9871826171875"
"950","1803.9906005859375","1803.9906005859375","1803.9906005859375"
"1000","1803.993896484375","1803.993896484375","1803.993896484375"
"1050","1803.998046875","1803.998046875","1803.998046875"
"1100","1804.00244140625","1804.00244140625","1804.00244140625"
"1150","1804.0072021484375","1804.0072021484375","1804.0072021484375"
"1200","1804.011474609375","1804.011474609375","1804.011474609375"
"1250","1804.0167236328125","1804.0167236328125","1804.0167236328125"
"1300","1804.0220947265625","1804.0220947265625","1804.0220947265625"
"1350","1804.0284423828125","1804.0284423828125","1804.0284423828125"
"1400","1804.034912109375","1804.034912109375","1804.034912109375"
"1450","1804.0418701171875","1804.0418701171875","1804.0418701171875"
"1500","1804.048828125","1804.048828125","1804.048828125"
"1550","1804.05615234375","1804.05615234375","1804.05615234375"
"1600","1804.06396484375","1804.06396484375","1804.06396484375"
"1650","1804.07275390625","1804.07275390625","1804.07275390625"
"1700","1804.0811767578125","1804.0811767578125","1804.0811767578125"
"1750","1804.0899658203125","1804.0899658203125","1804.0899658203125"
"1800","1804.098388671875","1804.098388671875","1804.098388671875"
"1850","1804.1077880859375","1804.1077880859375","1804.1077880859375"
"1900","1804.1168212890625","1804.1168212890625","1804.1168212890625"
"1950","1804.125244140625","1804.125244140625","1804.125244140625"
"2000","1804.1356201171875","1804.1356201171875","1804.1356201171875"
"2050","1804.1463623046875","1804.1463623046875","1804.1463623046875"
"2100","1804.15673828125","1804.15673828125","1804.15673828125"
"2150","1804.166259765625","1804.166259765625","1804.166259765625"
"2200","1804.17529296875","1804.17529296875","1804.17529296875"
"2250","1804.1854248046875","1804.1854248046875","1804.1854248046875"
"2300","1804.1944580078125","1804.1944580078125","1804.1944580078125"
"2350","1804.20263671875","1804.20263671875","1804.20263671875"
"2400","1804.2110595703125","1804.2110595703125","1804.2110595703125"
"2450","1804.2198486328125","1804.2198486328125","1804.2198486328125"
"2500","1804.2279052734375","1804.2279052734375","1804.2279052734375"
"2550","1804.2352294921875","1804.2352294921875","1804.2352294921875"
"2600","1804.243408203125","1804.243408203125","1804.243408203125"
"2650","1804.250732421875","1804.250732421875","1804.250732421875"
"2700","1804.2584228515625","1804.2584228515625","1804.2584228515625"
"2750","1804.265869140625","1804.265869140625","1804.265869140625"
"2800","1804.2740478515625","1804.2740478515625","1804.2740478515625"
"2850","1804.28076171875","1804.28076171875","1804.28076171875"
"2900","1804.287353515625","1804.287353515625","1804.287353515625"
"2950","1804.293701171875","1804.293701171875","1804.293701171875"
"3000","1804.30078125","1804.30078125","1804.30078125"
"3050","1804.3074951171875","1804.3074951171875","1804.3074951171875"
"3100","1804.3138427734375","1804.3138427734375","1804.3138427734375"
"3150","1804.320068359375","1804.320068359375","1804.320068359375"
"3200","1804.32666015625","1804.32666015625","1804.32666015625"
"3250","1804.3333740234375","1804.3333740234375","1804.3333740234375"
"3300","1804.33984375","1804.33984375","1804.33984375"
"3350","1804.3468017578125","1804.3468017578125","1804.3468017578125"
"3400","1804.352783203125","1804.352783203125","1804.352783203125"
"3450","1804.3583984375","1804.3583984375","1804.3583984375"
"3500","1804.365234375","1804.365234375","1804.365234375"
"3550","1804.370849609375","1804.370849609375","1804.370849609375"
"3600","1804.3763427734375","1804.3763427734375","1804.3763427734375"
"3650","1804.3828125","1804.3828125","1804.3828125"
"3700","1804.3890380859375","1804.3890380859375","1804.3890380859375"
"3750","1804.3953857421875","1804.3953857421875","1804.3953857421875"
"3800","1804.4019775390625","1804.4019775390625","1804.4019775390625"
"3850","1804.4090576171875","1804.4090576171875","1804.4090576171875"
"3900","1804.41650390625","1804.41650390625","1804.41650390625"
"3950","1804.423095703125","1804.423095703125","1804.423095703125"
"4000","1804.42919921875","1804.42919921875","1804.42919921875"
"4050","1804.4359130859375","1804.4359130859375","1804.4359130859375"
"4100","1804.44189453125","1804.44189453125","1804.44189453125"
"4150","1804.44775390625","1804.44775390625","1804.44775390625"
"4200","1804.45458984375","1804.45458984375","1804.45458984375"
"4250","1804.461181640625","1804.461181640625","1804.461181640625"
"4300","1804.4676513671875","1804.4676513671875","1804.4676513671875"
"4350","1804.47314453125","1804.47314453125","1804.47314453125"
"4400","1804.478759765625","1804.478759765625","1804.478759765625"
"4450","1804.4840087890625","1804.4840087890625","1804.4840087890625"
"4500","1804.4896240234375","1804.4896240234375","1804.4896240234375"
"4550","1804.4951171875","1804.4951171875","1804.4951171875"
"4600","1804.5008544921875","1804.5008544921875","1804.5008544921875"
"4650","1804.5062255859375","1804.5062255859375","1804.5062255859375"
"4700","1804.5118408203125","1804.5118408203125","1804.5118408203125"
"4750","1804.517822265625","1804.517822265625","1804.517822265625"
"4800","1804.5228271484375","1804.5228271484375","1804.5228271484375"
"4850","1804.5274658203125","1804.5274658203125","1804.5274658203125"
"4900","1804.53271484375","1804.53271484375","1804.53271484375"
"4950","1804.5380859375","1804.5380859375","1804.5380859375"
"5000","1804.5430908203125","1804.5430908203125","1804.5430908203125"
"5050","1804.5487060546875","1804.5487060546875","1804.5487060546875"
"5100","1804.5543212890625","1804.5543212890625","1804.5543212890625"
"5150","1804.5599365234375","1804.5599365234375","1804.5599365234375"
"5200","1804.564697265625","1804.564697265625","1804.564697265625"
"5250","1804.5693359375","1804.5693359375","1804.5693359375"
"5300","1804.57373046875","1804.57373046875","1804.57373046875"
"5350","1804.5787353515625","1804.5787353515625","1804.5787353515625"
"5400","1804.583740234375","1804.583740234375","1804.583740234375"
"5450","1804.5889892578125","1804.5889892578125","1804.5889892578125"
"5500","1804.593505859375","1804.593505859375","1804.593505859375"
"5550","1804.598388671875","1804.598388671875","1804.598388671875"
"5600","1804.603271484375","1804.603271484375","1804.603271484375"
"5650","1804.6080322265625","1804.6080322265625","1804.6080322265625"
"5700","1804.61328125","1804.61328125","1804.61328125"
"5750","1804.618408203125","1804.618408203125","1804.618408203125"
"5800","1804.6236572265625","1804.6236572265625","1804.6236572265625"
"5850","1804.6285400390625","1804.6285400390625","1804.6285400390625"
"5900","1804.633544921875","1804.633544921875","1804.633544921875"
"5950","1804.6380615234375","1804.6380615234375","1804.6380615234375"
"6000","1804.64208984375","1804.64208984375","1804.64208984375"
"6050","1804.6474609375","1804.6474609375","1804.6474609375"
"6100","1804.6524658203125","1804.6524658203125","1804.6524658203125"
"6150","1804.657958984375","1804.657958984375","1804.657958984375"
"6200","1804.6634521484375","1804.6634521484375","1804.6634521484375"
"6250","1804.667724609375","1804.667724609375","1804.667724609375"
"6300","1804.672119140625","1804.672119140625","1804.672119140625"
"6350","1804.6768798828125","1804.6768798828125","1804.6768798828125"
"6400","1804.6815185546875","1804.6815185546875","1804.6815185546875"
"6450","1804.6861572265625","1804.6861572265625","1804.6861572265625"
"6500","1804.6903076171875","1804.6903076171875","1804.6903076171875"
"6550","1804.6939697265625","1804.6939697265625","1804.6939697265625"
"6600","1804.6983642578125","1804.6983642578125","1804.6983642578125"
"6650","1804.7025146484375","1804.7025146484375","1804.7025146484375"
"6700","1804.7061767578125","1804.7061767578125","1804.7061767578125"
"6750","1804.7099609375","1804.7099609375","1804.7099609375"
"6800","1804.7139892578125","1804.7139892578125","1804.7139892578125"
"6850","1804.7183837890625","1804.7183837890625","1804.7183837890625"
"6900","1804.72216796875","1804.72216796875","1804.72216796875"
"6950","1804.7259521484375","1804.7259521484375","1804.7259521484375"
"7000","1804.72998046875","1804.72998046875","1804.72998046875"
"7050","1804.7337646484375","1804.7337646484375","1804.7337646484375"
"7100","1804.7371826171875","1804.7371826171875","1804.7371826171875"
"7150","1804.74072265625","1804.74072265625","1804.74072265625"
"7200","1804.7449951171875","1804.7449951171875","1804.7449951171875"
"7250","1804.7484130859375","1804.7484130859375","1804.7484130859375"
"7300","1804.7518310546875","1804.7518310546875","1804.7518310546875"
"7350","1804.7552490234375","1804.7552490234375","1804.7552490234375"
"7400","1804.759033203125","1804.759033203125","1804.759033203125"
"7450","1804.7628173828125","1804.7628173828125","1804.7628173828125"
"7500","1804.7664794921875","1804.7664794921875","1804.7664794921875"
"7550","1804.7701416015625","1804.7701416015625","1804.7701416015625"
"7600","1804.7740478515625","1804.7740478515625","1804.7740478515625"
"7650","1804.77783203125","1804.77783203125","1804.77783203125"
"7700","1804.781494140625","1804.781494140625","1804.781494140625"
"7750","1804.784912109375","1804.784912109375","1804.784912109375"
"7800","1804.7880859375","1804.7880859375","1804.7880859375"
"7850","1804.791015625","1804.791015625","1804.791015625"
"7900","1804.793701171875","1804.793701171875","1804.793701171875"
"7950","1804.796875","1804.796875","1804.796875"
"8000","1804.7996826171875","1804.7996826171875","1804.7996826171875"
"8050","1804.8021240234375","1804.8021240234375","1804.8021240234375"
"8100","1804.804931640625","1804.804931640625","1804.804931640625"
"8150","1804.8077392578125","1804.8077392578125","1804.8077392578125"
"8200","1804.810546875","1804.810546875","1804.810546875"
"8250","1804.8133544921875","1804.8133544921875","1804.8133544921875"
"8300","1804.81591796875","1804.81591796875","1804.81591796875"
"8350","1804.818115234375","1804.818115234375","1804.818115234375"
"8400","1804.8203125","1804.8203125","1804.8203125"
"8450","1804.82275390625","1804.82275390625","1804.82275390625"
"8500","1804.8253173828125","1804.8253173828125","1804.8253173828125"
"8550","1804.8277587890625","1804.8277587890625","1804.8277587890625"
"8600","1804.830322265625","1804.830322265625","1804.830322265625"
"8650","1804.832763671875","1804.832763671875","1804.832763671875"
"8700","1804.8349609375","1804.8349609375","1804.8349609375"
"8750","1804.83740234375","1804.83740234375","1804.83740234375"
"8800","1804.839599609375","1804.839599609375","1804.839599609375"
"8850","1804.8421630859375","1804.8421630859375","1804.8421630859375"
"8900","1804.843994140625","1804.843994140625","1804.843994140625"
"8950","1804.8465576171875","1804.8465576171875","1804.8465576171875"
"9000","1804.8487548828125","1804.8487548828125","1804.8487548828125"
"9050","1804.8511962890625","1804.8511962890625","1804.8511962890625"
"9100","1804.85302734375","1804.85302734375","1804.85302734375"
"9150","1804.8551025390625","1804.8551025390625","1804.8551025390625"
"9200","1804.857177734375","1804.857177734375","1804.857177734375"
"9250","1804.859375","1804.859375","1804.859375"
"9300","1804.86083984375","1804.86083984375","1804.86083984375"
"9350","1804.86279296875","1804.86279296875","1804.86279296875"
"9400","1804.864990234375","1804.864990234375","1804.864990234375"
"9450","1804.8671875","1804.8671875","1804.8671875"
"9500","1804.86865234375","1804.86865234375","1804.86865234375"
"9550","1804.87060546875","1804.87060546875","1804.87060546875"
"9600","1804.8721923828125","1804.8721923828125","1804.8721923828125"
"9650","1804.8740234375","1804.8740234375","1804.8740234375"
"9700","1804.8756103515625","1804.8756103515625","1804.8756103515625"
"9750","1804.877197265625","1804.877197265625","1804.877197265625"
"9800","1804.8785400390625","1804.8785400390625","1804.8785400390625"
"9850","1804.8800048828125","1804.8800048828125","1804.8800048828125"
"9900","1804.8814697265625","1804.8814697265625","1804.8814697265625"
"9950","1804.883056640625","1804.883056640625","1804.883056640625"
"10000","1804.8846435546875","1804.8846435546875","1804.8846435546875"
"10050","1804.88623046875","1804.88623046875","1804.88623046875"
"10100","1804.8873291015625","1804.8873291015625","1804.8873291015625"
"10150","1804.8890380859375","1804.8890380859375","1804.8890380859375"
"10200","1804.8902587890625","1804.8902587890625","1804.8902587890625"
"10250","1804.8914794921875","1804.8914794921875","1804.8914794921875"
"10300","1804.89306640625","1804.89306640625","1804.89306640625"
"10350","1804.894287109375","1804.894287109375","1804.894287109375"
"10400","1804.8956298828125","1804.8956298828125","1804.8956298828125"
"10450","1804.8968505859375","1804.8968505859375","1804.8968505859375"
"10500","1804.8978271484375","1804.8978271484375","1804.8978271484375"
"10550","1804.8990478515625","1804.8990478515625","1804.8990478515625"
"10600","1804.9002685546875","1804.9002685546875","1804.9002685546875"
"10650","1804.9010009765625","1804.9010009765625","1804.9010009765625"
"10700","1804.9019775390625","1804.9019775390625","1804.9019775390625"
"10750","1804.9034423828125","1804.9034423828125","1804.9034423828125"
"10800","1804.904541015625","1804.904541015625","1804.904541015625"
"10850","1804.9052734375","1804.9052734375","1804.9052734375"
"10900","1804.90625","1804.90625","1804.90625"
"10950","1804.9071044921875","1804.9071044921875","1804.9071044921875"
"11000","1804.9080810546875","1804.9080810546875","1804.9080810546875"
"11050","1804.90869140625","1804.90869140625","1804.90869140625"
"11100","1804.9097900390625","1804.9097900390625","1804.9097900390625"
"11150","1804.9107666015625","1804.9107666015625","1804.9107666015625"
"11200","1804.91162109375","1804.91162109375","1804.91162109375"
"11250","1804.9127197265625","1804.9127197265625","1804.9127197265625"
"11300","1804.9136962890625","1804.9136962890625","1804.9136962890625"
"11350","1804.914306640625","1804.914306640625","1804.914306640625"
"11400","1804.915283203125","1804.915283203125","1804.915283203125"
"11450","1804.916259765625","1804.916259765625","1804.916259765625"
"11500","1804.9169921875","1804.9169921875","1804.9169921875"
"11550","1804.917724609375","1804.917724609375","1804.917724609375"
"11600","1804.91845703125","1804.91845703125","1804.91845703125"
"11650","1804.9190673828125","1804.9190673828125","1804.9190673828125"
"11700","1804.919677734375","1804.919677734375","1804.919677734375"
"11750","1804.9202880859375","1804.9202880859375","1804.9202880859375"
"11800","1804.9208984375","1804.9208984375","1804.9208984375"
"11850","1804.921875","1804.921875","1804.921875"
"11900","1804.92236328125","1804.92236328125","1804.92236328125"
"11950","1804.9227294921875","1804.9227294921875","1804.9227294921875"
"12000","1804.92333984375","1804.92333984375","1804.92333984375"
"12050","1804.924072265625","1804.924072265625","1804.924072265625"
"12100","1804.9248046875","1804.9248046875","1804.9248046875"
"12150","1804.92529296875","1804.92529296875","1804.92529296875"
"12200","1804.9259033203125","1804.9259033203125","1804.9259033203125"
"12250","1804.926513671875","1804.926513671875","1804.926513671875"
"12300","1804.9271240234375","1804.9271240234375","1804.9271240234375"
"12350","1804.927490234375","1804.927490234375","1804.927490234375"
"12400","1804.9281005859375","1804.9281005859375","1804.9281005859375"
"12450","1804.9287109375","1804.9287109375","1804.9287109375"
"12500","1804.9290771484375","1804.9290771484375","1804.9290771484375"
"12550","1804.9290771484375","1804.9290771484375","1804.9290771484375"
"12600","1804.9296875","1804.9296875","1804.9296875"
"12650","1804.9302978515625","1804.9302978515625","1804.9302978515625"
"12700","1804.9305419921875","1804.9305419921875","1804.9305419921875"
"12750","1804.930908203125","1804.930908203125","1804.930908203125"
"12800","1804.9315185546875","1804.9315185546875","1804.9315185546875"
"12850","1804.931884765625","1804.931884765625","1804.931884765625"
"12900","1804.93212890625","1804.93212890625","1804.93212890625"
"12950","1804.9326171875","1804.9326171875","1804.9326171875"
"13000","1804.93310546875","1804.93310546875","1804.93310546875"
"13050","1804.93359375","1804.93359375","1804.93359375"
"13100","1804.93408203125","1804.93408203125","1804.93408203125"
"13150","1804.934326171875","1804.934326171875","1804.934326171875"
"13200","1804.9346923828125","1804.9346923828125","1804.9346923828125"
"13250","1804.935302734375","1804.935302734375","1804.935302734375"
"13300","1804.935546875","1804.935546875","1804.935546875"
"13350","1804.9359130859375","1804.9359130859375","1804.9359130859375"
"13400","1804.9359130859375","1804.9359130859375","1804.9359130859375"
"13450","1804.9361572265625","1804.9361572265625","1804.9361572265625"
"13500","1804.9365234375","1804.9365234375","1804.9365234375"
"13550","1804.9368896484375","1804.9368896484375","1804.9368896484375"
"13600","1804.9371337890625","1804.9371337890625","1804.9371337890625"
"13650","1804.9375","1804.9375","1804.9375"
"13700","1804.937744140625","1804.937744140625","1804.937744140625"
"13750","1804.9381103515625","1804.9381103515625","1804.9381103515625"
"13800","1804.9381103515625","1804.9381103515625","1804.9381103515625"
"13850","1804.9383544921875","1804.9383544921875","1804.9383544921875"
"13900","1804.938720703125","1804.938720703125","1804.938720703125"
"13950","1804.93896484375","1804.93896484375","1804.93896484375"
"14000","1804.93896484375","1804.93896484375","1804.93896484375"
"14050","1804.9393310546875","1804.9393310546875","1804.9393310546875"
"14100","1804.939697265625","1804.939697265625","1804.939697265625"
"14150","1804.9398193359375","1804.9398193359375","1804.9398193359375"
"14200","1804.93994140625","1804.93994140625","1804.93994140625"
"14250","1804.9400634765625","1804.9400634765625","1804.9400634765625"
"14300","1804.9403076171875","1804.9403076171875","1804.9403076171875"
"14350","1804.9407958984375","1804.9407958984375","1804.9407958984375"
"14400","1804.94091796875","1804.94091796875","1804.94091796875"
"14450","1804.941162109375","1804.941162109375","1804.941162109375"
"14500","1804.94140625","1804.94140625","1804.94140625"
"14550","1804.941650390625","1804.941650390625","1804.941650390625"
"14600","1804.94189453125","1804.94189453125","1804.94189453125"
"14650","1804.9420166015625","1804.9420166015625","1804.9420166015625"
"14700","1804.942138671875","1804.942138671875","1804.942138671875"
"14750","1804.9422607421875","1804.9422607421875","1804.9422607421875"
"14800","1804.942626953125","1804.942626953125","1804.942626953125"
"14850","1804.94287109375","1804.94287109375","1804.94287109375"
"14900","1804.943115234375","1804.943115234375","1804.943115234375"
"14950","1804.943359375","1804.943359375","1804.943359375"